	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_14210	k__Archaea	p__Thaumarchaeota	c__South African Gold Mine Gp 1(SAGMCG-1)	o__	f__	g__	s__
OTU_13582	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_9281	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_3406	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Desulfurispora	s__
OTU_2813	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Flavisolibacter	s__
OTU_7281	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_3070	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__AT425-EubC11 terrestrial group	f__	g__	s__
OTU_5907	k__Bacteria	p__Microgenomates	c__	o__	f__	g__	s__
OTU_10914	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_5984	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_7444	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_13019	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_9652	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__	s__
OTU_10596	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__SJA-28	g__	s__
OTU_8811	k__Bacteria	p__Lentisphaerae	c__Lentisphaerae RFP12 gut group	o__	f__	g__	s__
OTU_1030	Unassigned	p__	c__	o__	f__	g__	s__
OTU_3140	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_13048	Unassigned	p__	c__	o__	f__	g__	s__
OTU_9366	k__Bacteria	p__Parcubacteria	c__	o__	f__	g__	s__
OTU_6377	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_10678	k__Bacteria	p__Verrucomicrobia	c__Spartobacteria	o__Chthoniobacterales	f__DA101 soil group	g__	s__
OTU_7176	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__	s__
OTU_9799	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__PAUC26f	g__	s__
OTU_9660	Unassigned	p__	c__	o__	f__	g__	s__
OTU_13388	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_10878	Unassigned	p__	c__	o__	f__	g__	s__
OTU_9374	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_6166	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_3004	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__AT425-EubC11 terrestrial group	f__	g__	s__
OTU_9053	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Order II	f__Rhodothermaceae	g__	s__
OTU_12646	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Candidatus Solibacter	s__
OTU_8703	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__	s__
OTU_13141	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	s__
OTU_11376	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_8739	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__DA111	g__	s__
OTU_14252	Unassigned	p__	c__	o__	f__	g__	s__
OTU_712	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_13465	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 10	f__ABS-19	g__	s__
OTU_10597	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__	g__	s__
OTU_9521	k__Bacteria	p__Chloroflexi	c__KD4-96	o__	f__	g__	s__
OTU_2016	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_8658	k__Bacteria	p__SM2F11	c__	o__	f__	g__	s__
OTU_9392	k__Bacteria	p__Actinobacteria	c__OPB41	o__	f__	g__	s__
OTU_10241	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_1264	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_2134	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Holophaga	s__
OTU_13035	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_9605	k__Bacteria	p__Chloroflexi	c__S085	o__	f__	g__	s__
OTU_3616	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_2717	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__TM146	g__	s__
OTU_11188	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
OTU_6479	k__Bacteria	p__Verrucomicrobia	c__Spartobacteria	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__
OTU_11824	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__
OTU_3229	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__	f__	g__	s__
OTU_5561	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 2	f__	g__	s__
OTU_10837	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_6610	k__Bacteria	p__Chloroflexi	c__Chloroflexia	o__Chloroflexales	f__Roseiflexaceae	g__Roseiflexus	s__
OTU_13863	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Terrimonas	s__
OTU_9499	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_4365	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiocapsa	s__
OTU_2624	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Rhizomicrobium	s__
OTU_6186	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Flavisolibacter	s__
OTU_13015	k__Bacteria	p__Chloroflexi	c__S085	o__	f__	g__	s__
OTU_10409	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
OTU_13999	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7576	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pir4 lineage	s__
OTU_4027	k__Archaea	p__Thaumarchaeota	c__South African Gold Mine Gp 1(SAGMCG-1)	o__	f__	g__	s__
OTU_11556	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__OPB56	g__	s__
OTU_7418	k__Bacteria	p__Bacteroidetes	c__Bacteroidetes BD2-2	o__	f__	g__	s__
OTU_9669	k__Bacteria	p__Chloroflexi	c__Dehalococcoidia	o__Dehalococcoidales	f__	g__	s__
OTU_3741	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 10	f__ABS-19	g__	s__
OTU_9466	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_10546	k__Bacteria	p__Verrucomicrobia	c__Opitutae	o__Opitutales	f__Opitutaceae	g__Opitutus	s__
OTU_7797	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__BIrii41	g__	s__
OTU_6537	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__Ferruginibacter	s__
OTU_6706	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__	g__Blastocatella	s__
OTU_11331	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_2150	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Sva0996 marine group	g__	s__
OTU_11354	k__Bacteria	p__Chloroflexi	c__Ktedonobacteria	o__C0119	f__	g__	s__
OTU_5316	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_11359	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 7	f__	g__	s__
OTU_13828	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionIII	f__FamilyI	g__Lyngbya	s__
OTU_7571	Unassigned	p__	c__	o__	f__	g__	s__
OTU_9899	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV26	g__	s__
OTU_11300	k__Bacteria	p__Actinobacteria	c__MB-A2-108	o__	f__	g__	s__
OTU_11737	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_11966	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_5329	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Singulisphaera	s__
OTU_7957	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micrococcales	f__Intrasporangiaceae	g__Ornithinicoccus	s__
OTU_9139	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_12097	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_3684	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_7927	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__DEV007	g__	s__
OTU_11991	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__	s__
OTU_8519	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_14149	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_7962	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Pirellula	s__
OTU_5443	k__Archaea	p__Woesearchaeota (DHVEG-6)	c__	o__	f__	g__	s__
OTU_3547	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Erythrobacter	s__
OTU_8698	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 12	f__	g__	s__
OTU_386	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_10677	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__PHOS-HE51	g__	s__
OTU_12295	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_10393	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_9529	Unassigned	p__	c__	o__	f__	g__	s__
OTU_3807	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__	s__
OTU_3253	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_8920	k__Bacteria	p__Bacteroidetes	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__	s__
OTU_12533	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7721	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Erythrobacteraceae	g__Altererythrobacter	s__
OTU_9161	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_14139	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Gaiellales	f__	g__	s__
OTU_12489	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__
OTU_8312	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__HOC36	f__	g__	s__
OTU_4394	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_7123	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Leptolinea	s__
OTU_3221	k__Bacteria	p__Chlorobi	c__Chlorobia	o__Chlorobiales	f__SJA-28	g__	s__
OTU_2969	k__Bacteria	p__Verrucomicrobia	c__Spartobacteria	o__Chthoniobacterales	f__DA101 soil group	g__	s__
OTU_5473	k__Bacteria	p__Nitrospirae	c__Nitrospira	o__Nitrospirales	f__0319-6A21	g__	s__
OTU_6835	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_7700	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__	s__
OTU_8659	k__Bacteria	p__Chloroflexi	c__TK10	o__	f__	g__	s__
OTU_11630	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_4532	k__Bacteria	p__Proteobacteria	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Sulfurimonas	s__
OTU_2678	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionIII	f__FamilyI	g__Limnothrix	s__
OTU_11306	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Haliangiaceae	g__Haliangium	s__
OTU_4723	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_12930	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_4562	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 25	f__	g__	s__
OTU_5733	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__Chitinophagaceae	g__	s__
OTU_89	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__SubsectionIII	f__FamilyI	g__Phormidium	s__
OTU_11196	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Thermincola	s__
OTU_7138	k__Bacteria	p__Verrucomicrobia	c__Spartobacteria	o__Chthoniobacterales	f__FukuN18 freshwater group	g__	s__
OTU_12394	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Eel-36e1D6	g__	s__
OTU_6301	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcaceae UCG-012	s__
OTU_12383	k__Bacteria	p__Gracilibacteria	c__	o__	f__	g__	s__
OTU_3127	k__Bacteria	p__Acidobacteria	c__Holophagae	o__Subgroup 10	f__Sva0725	g__	s__
OTU_6436	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 18	f__	g__	s__
OTU_1410	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_6419	k__Bacteria	p__Planctomycetes	c__OM190	o__	f__	g__	s__
OTU_13917	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_3598	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__CCM11a	f__	g__	s__
OTU_9590	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__Luteolibacter	s__
OTU_5190	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_11391	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__	s__
OTU_2602	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__11-24	g__	s__
OTU_5670	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_13270	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Candidatus Anammoximicrobium	s__
OTU_12255	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_11416	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_7944	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_10323	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__	s__
OTU_8038	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__	s__
OTU_3708	k__Bacteria	p__Planctomycetes	c__Planctomycetacia	o__Planctomycetales	f__Planctomycetaceae	g__Planctomyces	s__
OTU_11338	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_5227	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_10680	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Hyphomicrobium	s__
OTU_3567	Unassigned	p__	c__	o__	f__	g__	s__
OTU_11422	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_5276	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__MBAE14	g__	s__
OTU_5362	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Defluviicoccus	s__
OTU_11260	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_11297	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Aquicella	s__
OTU_4301	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__	s__
OTU_5096	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Cystobacteraceae	g__Anaeromyxobacter	s__
OTU_10920	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_13577	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__AT425-EubC11 terrestrial group	f__	g__	s__
OTU_12890	k__Bacteria	p__Chloroflexi	c__JG30-KF-CM66	o__	f__	g__	s__
OTU_9653	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 4	f__RB41	g__	s__
OTU_1997	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Order Incertae Sedis	f__Family Incertae Sedis	g__Marinicella	s__
OTU_9753	k__Bacteria	p__Verrucomicrobia	c__S-BQ2-57 soil group	o__	f__	g__	s__
OTU_5895	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Acidimicrobiaceae	g__	s__
OTU_9263	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__	s__
OTU_9020	Unassigned	p__	c__	o__	f__	g__	s__
OTU_13372	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Anaerolinea	s__
OTU_5939	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_3700	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	g__	s__
OTU_3150	k__Bacteria	p__Aminicenantes	c__	o__	f__	g__	s__
OTU_13375	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Verrucomicrobiaceae	g__	s__
OTU_900	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_12644	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_11847	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__	g__	s__
OTU_4222	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Frankiales	f__Cryptosporangiaceae	g__Cryptosporangium	s__
OTU_9682	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_13406	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_9780	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Longilinea	s__
OTU_6027	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_3922	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_3777	k__Bacteria	p__Caldiserica	c__Caldisericia	o__Caldisericales	f__TTA-B15	g__	s__
OTU_9701	k__Bacteria	p__Verrucomicrobia	c__Verrucomicrobia Incertae Sedis	o__	f__	g__Candidatus Methylacidiphilum	s__
OTU_13054	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Micromonospora	s__
OTU_14128	k__Archaea	p__Euryarchaeota	c__Thermoplasmata	o__Thermoplasmatales	f__Marine Group II	g__	s__
OTU_4759	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_5339	k__Bacteria	p__Deinococcus-Thermus	c__Deinococci	o__KD3-62	f__	g__	s__
OTU_8604	k__Bacteria	p__Planctomycetes	c__Pla4 lineage	o__	f__	g__	s__
OTU_1225	k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__	g__	s__
OTU_5879	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__Iamiaceae	g__Iamia	s__
OTU_13120	k__Bacteria	p__Chloroflexi	c__Caldilineae	o__Caldilineales	f__Caldilineaceae	g__	s__
OTU_13198	Unassigned	p__	c__	o__	f__	g__	s__
OTU_7813	k__Bacteria	p__Bacteroidetes	c__SB-5	o__	f__	g__	s__
OTU_6683	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 3	f__	g__Bryobacter	s__
OTU_9488	k__Bacteria	p__Saccharibacteria	c__	o__	f__	g__	s__
OTU_12436	k__Archaea	p__Euryarchaeota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__	s__
OTU_13691	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__Sandaracinaceae	g__	s__
OTU_8192	k__Bacteria	p__Verrucomicrobia	c__OPB35 soil group	o__	f__	g__	s__
OTU_7724	k__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Marinilabiaceae	g__Saccharicrinis	s__
OTU_13315	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__OM1 clade	g__	s__
OTU_10791	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Oceanospirillales	f__Oceanospirillaceae	g__Pseudospirillum	s__
OTU_12969	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 6	f__	g__	s__
OTU_12423	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiales vadinBB60 group	g__	s__
OTU_9159	k__Bacteria	p__Bacteroidetes	c__Sphingobacteriia	o__Sphingobacteriales	f__PHOS-HE51	g__	s__
OTU_13708	k__Bacteria	p__Actinobacteria	c__Nitriliruptoria	o__Euzebyales	f__Euzebyaceae	g__Euzebya	s__
OTU_2080	k__Bacteria	p__TM6	c__	o__	f__	g__	s__
OTU_5935	k__Bacteria	p__Latescibacteria	c__	o__	f__	g__	s__
OTU_8273	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Gemmobacter	s__
OTU_4173	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
OTU_8832	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__Desulfobacterium	s__
OTU_12079	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Acidobacteriales	f__Acidobacteriaceae (Subgroup 1)	g__	s__
OTU_876	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__Azospira	s__
OTU_2692	k__Bacteria	p__WD272	c__	o__	f__	g__	s__
OTU_8090	k__Bacteria	p__Bacteroidetes	c__BSV13	o__	f__	g__	s__
OTU_3250	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Legionellales	f__Coxiellaceae	g__Aquicella	s__
OTU_8688	k__Bacteria	p__Hydrogenedentes	c__	o__	f__	g__	s__
OTU_9812	k__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Xanthomonadales	f__	g__	s__
OTU_8083	k__Bacteria	p__Actinobacteria	c__Acidimicrobiia	o__Acidimicrobiales	f__OM1 clade	g__	s__
OTU_3783	k__Bacteria	p__Chlorobi	c__Ignavibacteria	o__Ignavibacteriales	f__BSV40	g__	s__
OTU_6249	k__Bacteria	p__Acidobacteria	c__Acidobacteria	o__Subgroup 17	f__	g__	s__
OTU_6009	k__Bacteria	p__Armatimonadetes	c__	o__	f__	g__	s__
OTU_2512	k__Bacteria	p__Planctomycetes	c__Phycisphaerae	o__WD2101 soil group	f__	g__	s__
OTU_3766	k__Bacteria	p__Actinobacteria	c__Actinobacteria	o__Micromonosporales	f__Micromonosporaceae	g__Stackebrandtia	s__
OTU_10970	k__Bacteria	p__Chloroflexi	c__	o__	f__	g__	s__
OTU_8409	k__Bacteria	p__Chloroflexi	c__Ardenticatenia	o__Ardenticatenales	f__	g__	s__
OTU_8282	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Myxococcales	f__BIrii41	g__	s__
OTU_2157	k__Bacteria	p__Actinobacteria	c__Thermoleophilia	o__Solirubrobacterales	f__Patulibacteraceae	g__Patulibacter	s__
OTU_4438	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfurellales	f__Desulfurellaceae	g__	s__
OTU_6631	k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiales Incertae Sedis	g__Rhizomicrobium	s__
OTU_11894	k__Bacteria	p__Chloroflexi	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__
